event_id,Source,Classification code,Date reported (from filename),Impact start date,Impact end date,Extracted impact description,Places affected,SP_NAME,MP_NAME,Metropolitan/District area,Direct quote,Source document full name (on CASCADE G-DRIVE),Link to the online source,Publication title,Reviewer initials,Impact date verified,Place name verified,Notes (if issues identified),ValidationSheet,year,impact_category_label,sp_norm,mp_norm,mn_norm
EVT-01063,News article,1.1,2021-06-29,2021-06-29,,Settlement inundation reported to disaster management,Philippi,,Philippi,City of Cape Town,"""The City's Disaster Risk Management Centre received reports of flooding in Gugulethu, Wynberg, Valhalla Park, Philippi and Khayelitsha, Macassar, Sir Lowry's Pass Village and Lwandle.""",20210629_Thebus_GugulethuWynbergetc.HeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080793,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,,philippi,city of cape town
EVT-01064,News article,1.1,2021-06-29,2021-06-29,,Road surface inundation causing traffic incidents,Plattekloof,,Parow/Milnerton,City of Cape Town,"""The City's Traffic Service recorded 13 vehicle accidents by mid-morning due to the heavy rain and flooded roads in Bellville, Ottery, Athlone, Woodstock, Plattekloof and Panorama.""",20210629_Thebus_GugulethuWynbergetc.HeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080793,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,,parow milnerton,city of cape town
EVT-01065,News article,1.1,2021-06-29,2021-06-29,,Settlement inundation reported to disaster management,Sir Lowry's Pass Village,Sir Lowry's Pass,Somerset West,City of Cape Town,"""The City's Disaster Risk Management Centre received reports of flooding in Gugulethu, Wynberg, Valhalla Park, Philippi and Khayelitsha, Macassar, Sir Lowry's Pass Village and Lwandle.""",20210629_Thebus_GugulethuWynbergetc.HeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080793,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,sir lowry s pass,somerset west,city of cape town
EVT-01066,News article,1.1,2021-06-29,2021-06-29,,Settlement inundation reported to disaster management,Valhalla Park,Valhalla Park,Matroosfontein,City of Cape Town,"""The City's Disaster Risk Management Centre received reports of flooding in Gugulethu, Wynberg, Valhalla Park, Philippi and Khayelitsha, Macassar, Sir Lowry's Pass Village and Lwandle.""",20210629_Thebus_GugulethuWynbergetc.HeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080793,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,valhalla park,matroosfontein,city of cape town
EVT-01067,News article,1.1,2021-06-29,2021-06-29,,Road surface inundation causing traffic incidents,Woodstock,Woodstock,Cape Town,City of Cape Town,"""The City's Traffic Service recorded 13 vehicle accidents by mid-morning due to the heavy rain and flooded roads in Bellville, Ottery, Athlone, Woodstock, Plattekloof and Panorama.""",20210629_Thebus_GugulethuWynbergetc.HeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080793,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,woodstock,cape town,city of cape town
EVT-01068,News article,1.1,2021-06-29,2021-06-29,,Settlement inundation reported to disaster management,Wynberg,Wynberg,Cape Town,City of Cape Town,"""The City's Disaster Risk Management Centre received reports of flooding in Gugulethu, Wynberg, Valhalla Park, Philippi and Khayelitsha, Macassar, Sir Lowry's Pass Village and Lwandle.""",20210629_Thebus_GugulethuWynbergetc.HeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080793,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,wynberg,cape town,city of cape town
EVT-01069,News article,1.1,2021-06-30,2021-06-30,,Streets flooded across the suburb.,Manenberg,Manenberg,Athlone,City of Cape Town,"""On flooded streets across Manenberg, Manenberg Safety Forum chairperson Roegchanda Pascoe said, 'people make do, these areas do not get serviced.'""",20210630_Thebus_CapeTownetc._HardshipForThousands.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080819,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,manenberg,athlone,city of cape town
EVT-01070,News article,1.1,2021-07-05,2021-07-05,,Inundation of settlement area,Kylemore (Stellenbosch),,,Cape Winelands,"""in the Cape Winelands District flooding was reported, including in Kylemore in Stellenbosch.""",20210705_STAFFREPORTER_CapeTownetc._MopUpOperationsContinue.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080913,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,,,cape winelands
EVT-01071,News article,1.1,2021-07-10,2021-07-10,,Water entering yards and causing flooding of suburban homes.,Cape Town (Table View),Table View,Blouberg,City of Cape Town,"""Houses were not spared as the water often gets into yards and causes flooding.""",20210710_Ludidi_Khayalitshaetc._HeavyRainsFlood.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9144412,Weekend Argus Saturday,,,,,NewsValidation,2021,Minor inundation / flooding reported,table view,blouberg,city of cape town
EVT-01072,News article,1.1,2021-07-10,2021-07-10,,Inundation of road and street surfaces,Table View,Table View,Blouberg,City of Cape Town,"""Thirty minutes of heavy rain will leave streets flooded.""",20210710_Ludidi_Khayalitshaetc._HeavyRainsFlood.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9144412,Weekend Argus Saturday,,,,,NewsValidation,2021,Minor inundation / flooding reported,table view,blouberg,city of cape town
EVT-01073,News article,1.1,2021-07-13,2021-07-13,,Localised inundation of roads and settlements,Khayelitsha,,Khayelitsha,City of Cape Town,"""The worst affected areas are informal settlements in Khayelitsha, Philippi, and Strand. ...attending to flooded roads.""",20210713_Mkentane_KhayalitshaStrandPhillipi_HarshWeather.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9100124,Cape Times,,,,,NewsValidation,2021,Minor inundation / flooding reported,,khayelitsha,city of cape town
EVT-01074,News article,1.1,2021-07-13,2021-07-13,,Localised inundation of roads and settlements,Philippi,,Philippi,City of Cape Town,"""The worst affected areas are informal settlements in Khayelitsha, Philippi, and Strand. ...attending to flooded roads.""",20210713_Mkentane_KhayalitshaStrandPhillipi_HarshWeather.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9100124,Cape Times,,,,,NewsValidation,2021,Minor inundation / flooding reported,,philippi,city of cape town
EVT-01075,News article,1.1,2021-07-13,2021-07-13,,Localised inundation of roads and settlements,Strand,,Strand,City of Cape Town,"""The worst affected areas are informal settlements in Khayelitsha, Philippi, and Strand. ...attending to flooded roads.""",20210713_Mkentane_KhayalitshaStrandPhillipi_HarshWeather.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9100124,Cape Times,,,,,NewsValidation,2021,Minor inundation / flooding reported,,strand,city of cape town
EVT-01076,News article,1.1,2021-09-10,2021-09-10,,Streets and houses inundated with water due to poor drainage.,Philippi (Klipfontein Mission Station),,Philippi,City of Cape Town,"""The streets and houses in the area are still flooded with no stormwater system.""",20210910_Mtesku_KlipfonteinStellenboschResidentsDrowning.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9344469,Cape Argus,,,,,NewsValidation,2021,Minor inundation / flooding reported,,philippi,city of cape town
EVT-01077,News article,1.1,2021-11-23,2021-11-23,,Streets were heavily flooded in George.,George,,,Garden Route,"""The streets of George and surrounding areas were heavily flooded in the wake of stormy weather.""",20211123_NA_Georgeetc._SchoolsClosedMunicipalServices.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387488,The Witness,,,,,NewsValidation,2021,Minor inundation / flooding reported,,,garden route
EVT-01078,News article,1.1,2021-11-23,2021-11-23,,Inundation and closure of all low-lying bridge crossings.,Oudtshoorn,,,Garden Route,"""All low-lying bridges are closed in Oudtshoorn, according to Diener.""",20211123_NA_Georgeetc._SchoolsClosedMunicipalServices.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387488,The Witness,,,,,NewsValidation,2021,Minor inundation / flooding reported,,,garden route
EVT-01079,News article,1.1,2021-11-23,2021-11-23,,Major flooding reported on roads.,Southern Cape,,,Garden Route,"""There was 'major flooding' on some roads.""",20211123_NA_Georgeetc._SchoolsClosedMunicipalServices.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387488,The Witness,,,,,NewsValidation,2021,Minor inundation / flooding reported,,,garden route
EVT-01080,News article,1.1,2022-06-14,2022-06-14,,Localised inundation of road surfaces.,Cape Peninsula,,Cape Town,City of Cape Town,"""There have been sporadic reports of localised flooding of roadways, but no closures as a result.""",20220614_Engel_Khayalitshaetc._FloodsBringDisaster.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11446500,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,cape town,city of cape town
EVT-01081,News article,1.1,2022-06-14,2022-06-14,,Sporadic reports of localized flooding on roadways.,Cape Town,,Cape Town,City of Cape Town,"""there were sporadic reports of localised flooding of roadways and blocked drains.""",20220614_Engel_Khayalitshaetc._FloodsBringDisaster.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11446500,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,cape town,city of cape town
EVT-01082,News article,1.1,2022-06-14,2022-06-14,,Knee-deep water flooded the area in front of school gates.,Khayelitsha,,Khayelitsha,City of Cape Town,"""The water was knee-deep, which made it even more difficult for learners and school staff to leave.""",20220614_Engel_Khayalitshaetc._FloodsBringDisaster.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11446500,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,khayelitsha,city of cape town
EVT-01083,News article,1.1,2022-06-14,2022-06-14,,Localised flooding reported on the R44 roadway.,R44 near the Mooiberge Farmstall (between Stellenbosch and Somerset West),,,Cape Winelands,"""Stellenbosch municipality reported localised flooding on the R44 near the Mooiberge Farmstall between Stellenbosch and Somerset West.""",20220614_NA_Stellenboschetc._ColdFrontsBringHeavy.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11552515,Daily Dispatch,,,,,NewsValidation,2022,Minor inundation / flooding reported,,,cape winelands
EVT-01084,News article,1.1,2022-06-15,2022-06-15,,Water swept over the wall of a retention dam.,Driftsands Nature Reserve,,Blue Downs,City of Cape Town,"""This is after the retention dam, which the residents had erected their shacks on, had water sweep over its wall.""",20220615_Ntseku_DelftKhayalitshaetc._CityLashedBy.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11537248,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,blue downs,city of cape town
EVT-01085,News article,1.1,2022-06-15,2022-06-15,,Minor leaks reported at Parow clinic.,Parow,,Parow,City of Cape Town,"""while other clinics, including Parow clinic, offered limited services and others reported minor leaks.""",20220615_Ntseku_DelftKhayalitshaetc._CityLashedBy.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11537248,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,parow,city of cape town
EVT-01086,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Belhar,,Belhar,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,,belhar,city of cape town
EVT-01087,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Bellville South,Bellville South,Bellville,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,bellville south,bellville,city of cape town
EVT-01088,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Bonteheuwel,Bonteheuwel,Athlone,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,bonteheuwel,athlone,city of cape town
EVT-01089,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Goodwood,,Goodwood,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,,goodwood,city of cape town
EVT-01090,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Kleinvlei,Kleinvlei,Blue Downs,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,kleinvlei,blue downs,city of cape town
EVT-01091,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Maitland,Maitland,Cape Town,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,maitland,cape town,city of cape town
EVT-01092,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Ravensmead,Ravensmead,Parow,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,ravensmead,parow,city of cape town
EVT-01093,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Riverside,,,Unclear,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,,,unclear
EVT-01094,News article,1.1,2022-06-15,2022-06-15,,Flooded roadways,Strand,,Strand,City of Cape Town,"""PROPERTIES were damaged due to flooded road ways and blocked drains in Kleinvlei, Raven- smead, Goodwood, Strand, Riverside, Bonte- heuwel, Belhar, Maitland and Bellville South yesterday""",20220615_STAFFWRITER_RavensmeadKhayelitshaetc.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11550682,Cape Times,,,,,NewsValidation,2022,Minor inundation / flooding reported,,strand,city of cape town
EVT-01095,News article,1.1,2022-06-19,2022-06-19,,Flooded roadways,Cape Metropole,,Cape Metro,City of Cape Town,"""Flooded roadways have reportedly damaged homes in several suburbs.""",20220619_Nel_Strandetc._CitySlammedFor.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11569089,Weekend Argus Sunday,,,,,NewsValidation,2022,Minor inundation / flooding reported,,cape metro,city of cape town
EVT-01096,News article,1.1,2022-06-19,2022-06-19,,Flooded roads in informal settlements.,Cape Town (Metro),,Cape Metro,City of Cape Town,"""Images of flooded roads and homes of some of the 100 informal settlements affected by the deluge showed residents scrambling to salvage their belongings""",20220619_Nel_Strandetc._CitySlammedFor.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11569089,Weekend Argus Sunday,,,,,NewsValidation,2022,Minor inundation / flooding reported,,cape metro,city of cape town
EVT-01097,News article,1.1,2022-06-20,2022-06-20,,Flooded roads over weekend,Newlands,Newlands,Cape Town,City of Cape Town,"""disaster risk management staff said the rain caused no further damage to the flooded areas, except for reports of roads flooded in Newlands and Wynberg.""",20220620_Tshuma_Wnybergetc._MoppingUpContinues.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11503849,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,newlands,cape town,city of cape town
EVT-01098,News article,1.1,2022-06-20,2022-06-20,,Flooded roads over weekend,Wynberg,Wynberg,Cape Town,City of Cape Town,"""disaster risk management staff said the rain caused no further damage to the flooded areas, except for reports of roads flooded in Newlands and Wynberg.""",20220620_Tshuma_Wnybergetc._MoppingUpContinues.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11503849,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,wynberg,cape town,city of cape town
EVT-01099,News article,1.1,2022-08-18,2022-08-18,,Localised flooding in settlements,Informal settlements (Cape Town),,Unclear,City of Cape Town,"""there was some localised flooding in the city, specifically in informal settlements, Swartland and along the West Coast.""",20220818_Engel_CapeTownetc._HeavyRainsLash.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11586598,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,unclear,city of cape town
EVT-01100,News article,1.1,2022-08-18,2022-08-18,,Localised flooding in settlements,Swartland,,,West Coast,"""there was some localised flooding in the city, specifically in informal settlements, Swartland and along the West Coast.""",20220818_Engel_CapeTownetc._HeavyRainsLash.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11586598,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,,west coast
EVT-01101,News article,1.1,2022-08-18,2022-08-18,,Localised flooding in settlements,West Coast,,,West Coast,"""there was some localised flooding in the city, specifically in informal settlements, Swartland and along the West Coast.""",20220818_Engel_CapeTownetc._HeavyRainsLash.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11586598,Cape Argus,,,,,NewsValidation,2022,Minor inundation / flooding reported,,,west coast
EVT-01102,News article,1.1,2023-02-21,2023-02-21,,Flooding in roads (gushing water),Castletown Road,,,Unclear,"""Meanwhile, there was flooding in Ottery Road in Philippi, in Observatory... and at the train station in Wittebome, where water gushed down Castletown Road towards the South Road side.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,,,unclear
EVT-01103,News article,1.1,2023-02-21,2023-02-21,,Localised flooding in roads.,Constantia,Constantia,Cape Town,City of Cape Town,"""Rain and wind resulted in localised flooding in roads in formal and informal settlements, as well as the uprooting of trees.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,constantia,cape town,city of cape town
EVT-01104,News article,1.1,2023-02-21,2023-02-21,,Localised flooding in roads.,Hanover Park,Hanover Park,Athlone,City of Cape Town,"""Rain and wind resulted in localised flooding in roads in formal and informal settlements, as well as the uprooting of trees.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,hanover park,athlone,city of cape town
EVT-01105,News article,1.1,2023-02-21,2023-02-21,,Flooding in roads (gushing water),Observatory,Observatory,Cape Town,City of Cape Town,"""Meanwhile, there was flooding in Ottery Road in Philippi, in Observatory... and at the train station in Wittebome, where water gushed down Castletown Road towards the South Road side.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,observatory,cape town,city of cape town
EVT-01106,News article,1.1,2023-02-21,2023-02-21,,Flooding in roads (gushing water),Ottery Road,,Ottery / Athlone / Philippi (Unclear),City of Cape Town,"""Meanwhile, there was flooding in Ottery Road in Philippi, in Observatory... and at the train station in Wittebome, where water gushed down Castletown Road towards the South Road side.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,,ottery athlone philippi unclear,city of cape town
EVT-01107,News article,1.1,2023-02-21,2023-02-21,,Flooding in roads (gushing water),Philippi,,Philippi,City of Cape Town,"""Meanwhile, there was flooding in Ottery Road in Philippi, in Observatory... and at the train station in Wittebome, where water gushed down Castletown Road towards the South Road side.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,,philippi,city of cape town
EVT-01108,News article,1.1,2023-02-21,2023-02-21,,Localised flooding in roads.,Plumstead,Plumstead,Cape Town,City of Cape Town,"""Rain and wind resulted in localised flooding in roads in formal and informal settlements, as well as the uprooting of trees.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,plumstead,cape town,city of cape town
EVT-01109,News article,1.1,2023-02-21,2023-02-21,,Localised flooding in roads.,Westridge,Westridge (Mitchells Plain),Mitchells Plain,City of Cape Town,"""Rain and wind resulted in localised flooding in roads in formal and informal settlements, as well as the uprooting of trees.""",20230221_Engel_CapeTown_BlueMondayasCapetoniansbravecoldfront.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11798910,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,westridge mitchells plain,mitchells plain,city of cape town
EVT-01110,News article,1.1,2023-05-13,2023-05-13,,Area surrounding residential house flooded,Phillipi (Klipfontein Mission Station),,Philippi,City of Cape Town,"""Winter has barely started, and the area surrounding Pienaar's house is already flooded.""",20230513_Sias_PhilippiCapeTown_Floodpronecommunitiesfearonslaughtofwinter.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11864858,Weekend Argus Saturday,,,,,NewsValidation,2023,Minor inundation / flooding reported,,philippi,city of cape town
EVT-01111,News article,1.1,2023-06-09,2023-06-09,,Numerous road surfaces inundated,Cape Town,,Cape Town,City of Cape Town,"""Yesterday's harsh weather had disastrous impacts... resulted in numerous roads and informal settlements being flooded, as well as backed-up traffic and road accidents""",20230609_Engel_EthembeniKhayelitsha_Informalsettlementsflooded.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11882424,Cape Argus,,,,,NewsValidation,2023,Minor inundation / flooding reported,,cape town,city of cape town
EVT-01112,News article,1.1,2023-06-15,2023-06-15,,Road surfaces partially or completely inundated,Stellenbosch,,,Cape Winelands,"""Due to extremely heavy downpours, many roads in the municipal area are partially or completely flooded""",20230615_Booysen_DelfCapeTown_CapeTowntoldtobraceformoretorrentialrainfallgaleforcewinds.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11933948,Cape Times,,,,,NewsValidation,2023,Minor inundation / flooding reported,,,cape winelands
EVT-01113,News article,1.1,2023-06-15,2023-06-15,,Roadways affected by temporary storm-water overflows,Cape Town,,Cape Town,City of Cape Town,"""Several roadways have also been affected by temporary storm-water overflows, uprooted trees and mud on the road surface.""",20230615_CitizenReporter_CapeTownStrandGugulethu_StrongwindscontinuetobatterCapeofStorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11884219,The Citizen,,,,,NewsValidation,2023,Minor inundation / flooding reported,,cape town,city of cape town
EVT-01114,News article,1.1,2023-06-20,2023-06-20,,Inundated road surface,Bishop Lavis,Bishop Lavis,Matroosfontein,City of Cape Town,"""A CAR stops at a flooded road in Bishop Lavis.""",20230620_STAFFWRITER_BishopLavisPaarlCitrusdalWCapeFloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11900093,Cape Times,,,,,NewsValidation,2023,Minor inundation / flooding reported,bishop lavis,matroosfontein,city of cape town
EVT-01115,News article,1.1,2024-07-11,2024-07-11,,Extensive localised flooding reported across the province.,Western Cape,,,Western Cape (General),"""evacuations of residents in the Drakenstein is under way as the Western Cape has already reported extensive localised flooding with thousands of people displaced.""",20240711_Thebus_CapeTownKhayelitsha_ColdfrontspredictedtobatterWesternCapeuntilSaturday.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12289837,Cape Argus,,,,,NewsValidation,2024,Minor inundation / flooding reported,,,western cape general
EVT-01116,News article,1.1,2024-07-12,2024-07-12,,Inundation of road surfaces causing obstructions.,Cape Town,,Cape Town,City of Cape Town,"""Apart from flooded and obstructed roadways, there have also been reports of flooding in a number of residential areas"".",20240712_CapeTown_RoofsflyashowlingstormhitstheCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284466,Business Day,,,,,NewsValidation,2024,Minor inundation / flooding reported,,cape town,city of cape town
EVT-01117,News article,1.1,2024-07-12,2024-07-12,,Inundation of road surfaces and obstructed roadways,Wynberg,Wynberg,Cape Town,City of Cape Town,"""Apart from flooded and obstructed roadways, there have also been reports of flooding in residential areas""",20240712_Duba_WynbergPhilippi_Citybesiegedbyfloodvehicleaccidentanduprootedtreecalls.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12504823,Daily News,,,,,NewsValidation,2024,Minor inundation / flooding reported,wynberg,cape town,city of cape town
EVT-01118,News article,1.1,2024-07-12,2024-07-12,,Localised flooding occurring at camp site areas.,Berg River Resort,,,Cape Winelands,"""THE Berg River burst its banks, causing localised flooding to camp sites at the Berg River Resort.""",20240712_Thebus_CapeTown_Riversandcanalsburstbanksdamsatfullcapacity.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284435,Cape Argus,,,,,NewsValidation,2024,Minor inundation / flooding reported,,,cape winelands
EVT-01119,News article,1.1,2024-07-12,2024-07-12,,"Rivers and canals reached capacity and burst banks, causing surface inundation.",Western Cape,,,Western Cape (General),"""Rivers, dams and canals across the City and province have reached full capacity with several bursting its banks due to the continuous rainfall.""",20240712_Thebus_CapeTown_Riversandcanalsburstbanksdamsatfullcapacity.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284435,Cape Argus,,,,,NewsValidation,2024,Minor inundation / flooding reported,,,western cape general
EVT-01120,News article,1.1,2024-07-12,2024-07-12,,Inundation of road surfaces (flooded streets),Plumstead,Plumstead,Cape Town,City of Cape Town,"""an average of 22 flooded streets, which in some instances resulted in flooded homes too""",20240712_Thebus_CapeTownKhayelitsha_StormwreakshavocinCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284689,The Star,,,,,NewsValidation,2024,Minor inundation / flooding reported,plumstead,cape town,city of cape town
